0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
0,2,8,12,5,4,2,1,1,0,0
