0.0056835,0.011466,0.021292,0.036415,0.057384,0.083375,0.11177,0.13835,0.15831,0.16766,0.16459,0.15003,0.12729,0.10078,0.074712,0.052071,0.034283,0.021444,0.012826,0.0073877,0.0041287,0.0022551,0.0012119,0.00064437
-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
